Timestamp (Local),Tag ID,Tag Name,Range_A0 (cm),Range_A1 (cm),Range_A2 (cm),Range_A3 (cm),Computed_X (cm),Computed_Y (cm),Computed_Z (cm)
02:02:16,5,Belly Button,107,150,213,204,76.54,58.68,-51.53
02:02:16,0,Left Wrist,103,205,239,193,28.08,17.81,99.90
02:02:17,1,Right Wrist,170,162,184,208,114.86,109.67,-74.22
02:02:17,2,Left Knee,43,150,221,200,50.46,17.24,6.99
02:02:17,3,Right Knee,92,87,228,221,97.32,8.81,2.45
02:02:17,5,Belly Button,107,148,211,204,78.02,58.41,-49.67
02:02:17,0,Left Wrist,99,204,237,190,27.05,19.83,95.50
02:02:17,1,Right Wrist,170,171,192,209,107.80,110.97,-82.21
02:02:17,2,Left Knee,42,152,219,198,48.68,18.55,7.37
02:02:17,3,Right Knee,91,87,228,222,97.61,8.26,2.42
02:02:17,5,Belly Button,107,149,210,204,77.43,58.93,-50.10
02:02:18,0,Left Wrist,99,203,235,189,28.09,20.95,94.99
02:02:18,1,Right Wrist,171,177,198,211,103.69,111.55,-88.41
02:02:18,2,Left Knee,42,154,218,198,46.83,18.18,7.28
02:02:18,3,Right Knee,91,86,228,221,96.96,8.79,2.51
02:02:18,5,Belly Button,106,149,209,203,76.92,58.98,-48.61
02:02:18,0,Left Wrist,99,203,235,189,28.09,20.95,94.99
02:02:18,1,Right Wrist,173,186,205,214,98.13,113.28,-96.47
02:02:18,2,Left Knee,41,155,217,198,45.80,17.93,7.18
02:02:18,3,Right Knee,92,86,228,221,97.35,8.81,2.45
02:02:18,5,Belly Button,107,149,208,202,77.49,60.37,-48.32
02:02:19,0,Left Wrist,100,203,235,188,28.56,22.09,95.67
02:02:19,1,Right Wrist,180,184,203,217,105.78,116.27,-97.99
02:02:19,2,Left Knee,41,155,218,198,45.79,17.93,7.18
02:02:19,3,Right Knee,93,86,230,221,96.84,7.89,1.83
02:02:19,5,Belly Button,107,149,207,201,77.53,61.07,-47.40
02:02:20,0,Left Wrist,100,203,236,189,28.49,21.10,95.90
02:02:20,1,Right Wrist,179,172,199,219,113.95,110.26,-92.72
02:02:20,2,Left Knee,41,0,217,197,43.24,18.38,7.42
02:02:20,3,Right Knee,93,86,230,221,96.84,7.89,1.82
02:02:20,5,Belly Button,108,150,207,201,77.40,62.06,-48.71
02:02:20,0,Left Wrist,100,204,238,189,27.38,20.87,96.23
02:02:20,1,Right Wrist,177,162,193,221,120.48,105.77,-86.16
02:02:20,2,Left Knee,41,156,216,197,44.98,18.64,7.41
02:02:20,3,Right Knee,93,85,229,220,96.81,8.88,2.16
02:02:20,5,Belly Button,108,150,205,200,77.50,62.92,-47.54
02:02:21,0,Left Wrist,101,196,230,192,35.78,19.60,94.96
02:02:21,1,Right Wrist,165,160,192,213,111.52,101.35,-78.24
02:02:21,2,Left Knee,40,154,217,194,47.08,21.61,8.25
02:02:21,3,Right Knee,90,84,229,220,95.33,8.84,2.42
02:02:21,5,Belly Button,106,150,208,200,76.22,61.08,-47.09
02:02:22,0,Left Wrist,94,191,230,194,36.66,16.63,87.35
02:02:22,1,Right Wrist,151,151,193,215,106.81,88.41,-70.55
02:02:22,2,Left Knee,38,152,218,192,49.30,23.87,8.96
02:02:22,3,Right Knee,90,85,230,219,94.19,8.91,2.25
02:02:22,5,Belly Button,104,151,208,201,74.49,59.46,-47.30
02:02:22,0,Left Wrist,89,188,225,191,37.08,19.05,81.01
02:02:22,1,Right Wrist,140,149,191,203,99.49,85.63,-59.08
02:02:22,2,Left Knee,37,149,219,190,52.71,26.53,9.82
02:02:22,3,Right Knee,88,88,224,215,94.35,13.82,4.26
02:02:22,5,Belly Button,100,154,205,199,70.35,58.86,-45.36
02:02:23,0,Left Wrist,85,186,221,185,37.12,24.45,74.85
02:02:23,1,Right Wrist,128,144,195,197,93.64,77.08,-49.49
02:02:23,2,Left Knee,35,151,224,189,50.60,26.71,9.78
02:02:23,3,Right Knee,86,92,221,210,92.09,17.89,5.64
02:02:23,5,Belly Button,99,155,206,199,69.07,58.30,-45.70
02:02:24,0,Left Wrist,79,187,221,183,33.67,25.32,69.07
02:02:24,1,Right Wrist,122,138,197,194,92.78,71.19,-41.79
02:02:24,2,Left Knee,31,151,226,187,50.67,28.34,10.18
02:02:24,3,Right Knee,83,95,215,204,91.46,23.91,7.77
02:02:24,5,Belly Button,97,153,208,201,69.41,55.04,-44.64
02:02:24,0,Left Wrist,74,186,220,180,32.54,27.86,62.53
02:02:24,1,Right Wrist,116,150,197,191,82.26,73.96,-43.46
02:02:24,2,Left Knee,29,151,226,185,50.86,30.06,10.65
02:02:24,3,Right Knee,82,97,212,200,90.51,27.48,8.95
02:02:24,5,Belly Button,98,151,213,203,71.15,53.52,-45.87
02:02:25,0,Left Wrist,68,179,219,180,36.18,28.87,52.08
02:02:25,1,Right Wrist,112,143,197,188,84.01,69.61,-34.24
02:02:25,2,Left Knee,26,150,227,183,51.51,31.58,10.90
02:02:25,3,Right Knee,79,99,208,197,91.24,30.99,10.17
02:02:25,5,Belly Button,98,151,214,203,71.10,53.39,-46.05
02:02:25,0,Left Wrist,63,180,217,178,33.65,30.76,45.75
02:02:25,1,Right Wrist,104,142,197,187,80.50,64.30,-26.08
02:02:26,2,Left Knee,24,150,230,181,50.01,32.01,10.64
02:02:26,3,Right Knee,79,101,206,195,91.20,33.03,10.86
02:02:26,5,Belly Button,100,151,214,209,72.19,51.01,-51.33
02:02:26,0,Left Wrist,62,191,215,176,23.91,30.59,50.28
02:02:26,1,Right Wrist,98,134,197,185,81.99,56.03,-8.80
02:02:26,2,Left Knee,24,149,232,181,49.39,31.18,10.17
02:02:26,3,Right Knee,79,104,202,192,91.93,36.60,12.10
02:02:26,5,Belly Button,104,148,214,212,76.42,51.14,-53.40
02:02:27,0,Left Wrist,60,198,218,175,16.92,30.55,50.57
02:02:27,1,Right Wrist,95,132,198,186,81.74,51.20,-1.01
02:02:27,2,Left Knee,22,149,233,180,48.36,31.34,10.11
02:02:27,3,Right Knee,78,106,200,190,91.77,38.66,12.81
02:02:27,5,Belly Button,101,146,216,208,76.01,50.58,-48.01
02:02:27,0,Left Wrist,60,194,218,175,20.55,31.13,48.86
02:02:27,1,Right Wrist,95,137,197,187,79.20,55.00,-9.96
02:02:27,2,Left Knee,20,150,234,178,46.48,32.10,10.25
02:02:27,3,Right Knee,79,107,198,190,93.11,39.66,13.24
02:02:27,5,Belly Button,103,142,214,214,79.92,47.48,-49.42
02:02:28,0,Left Wrist,57,198,219,174,15.97,31.71,46.36
02:02:28,1,Right Wrist,92,150,197,186,69.47,59.42,-22.47
02:02:28,2,Left Knee,19,150,235,179,46.16,31.14,9.95
02:02:28,3,Right Knee,78,108,197,189,92.95,40.69,13.61
02:02:28,5,Belly Button,101,143,220,211,77.79,46.90,-48.60
02:02:29,0,Left Wrist,56,205,218,173,9.16,32.03,46.68
02:02:29,1,Right Wrist,89,142,197,184,73.45,53.24,-1.86
02:02:29,2,Left Knee,17,153,240,179,41.45,29.32,9.26
02:02:29,3,Right Knee,71,121,203,183,81.20,41.28,13.78
02:02:29,5,Belly Button,97,158,225,206,65.12,51.31,-54.01
02:02:29,0,Left Wrist,56,209,219,172,5.36,32.77,46.76
02:02:29,1,Right Wrist,88,151,197,185,66.91,57.20,-18.67
02:02:29,2,Left Knee,22,166,254,180,27.92,24.08,7.45
02:02:29,3,Right Knee,66,138,222,179,61.11,36.08,11.44
02:02:29,5,Belly Button,94,179,232,204,47.06,54.49,-63.31
02:02:30,0,Left Wrist,56,212,219,170,2.51,34.70,45.60
02:02:30,1,Right Wrist,87,143,197,185,71.28,37.07,39.47
02:02:30,2,Left Knee,30,182,260,181,18.13,25.56,7.77
02:02:30,3,Right Knee,63,162,233,174,43.91,44.78,-4.53
02:02:30,5,Belly Button,84,193,245,203,29.83,49.87,-62.76
02:02:31,0,Left Wrist,56,205,218,169,9.27,36.22,43.54
02:02:31,1,Right Wrist,88,135,198,185,76.58,40.34,26.85
02:02:31,2,Left Knee,43,196,264,178,8.47,39.49,-14.71
02:02:31,3,Right Knee,58,168,243,172,35.67,44.29,-8.26
02:02:31,5,Belly Button,78,204,254,199,16.78,49.68,-59.55
